Evidence ID,Citation Label,Paper Title,Author Names,Publication Year,Publication Type,Publication Title,Pub Family,DOI,Paper Link,Study Type,Tools Evaluated,Research Questions Addressed,Evaluation Metrics,Key Findings,Main Benefits Reported,venue_tier,overall_score2
E071,Umut Cihan Vahid Haratian Arda İçöz Mert Kaan Gül Ömercan Devran Emircan Furkan Bayendur Baykal Mehmet Uçar Eray Tüzün (2024) [E071],Automated Code Review In Practice,"Umut Cihan
Vahid Haratian
Arda İçöz
Mert Kaan Gül
Ömercan Devran
Emircan Furkan Bayendur
Baykal Mehmet Uçar
Eray Tüzün",2024.0,Journal Article,,arXiv,10.48550/arxiv.2412.18531,https://scispace.com/paper/automated-code-review-in-practice-lcrhow7wsu4i,Mixed Methods,"Qodo, GitHub Copilot, Coderabbit, Qodo PR Agent","RQ1, RQ2, RQ4, RQ5, RQ6","Comment resolution rate, Average pull request closure duration, Code quality improvement, Bug detection, Awareness of code quality, Promotion of best practices, Faulty reviews, Unnecessary corrections, Irrelevant comments","• The LLM-based tool enhanced bug detection, code quality awareness, and best practices.
• It increased average pull request closure duration from 5h 52m to 8h 20m.
• Drawbacks included faulty reviews, unnecessary corrections, and irrelevant comments.","enhancing bug detection, increasing awareness of code quality, promoting best practices, minor improvement in code quality, useful in software development",Preprint,107.2
E072,Majeed Kazemitabaar Xinying Hou A. Henley Barb Ericson David Weintrop Tovi Grossman (2023) [E072],How novices use LLM-based code generators to solve CS1 coding tasks in a self-paced learning environment,"Majeed Kazemitabaar
Xinying Hou
A. Henley
Barb Ericson
David Weintrop
Tovi Grossman",2023.0,Journal Article,arXiv.org,arXiv,10.48550/arxiv.2309.14049,https://scispace.com/paper/how-novices-use-llm-based-code-generators-to-solve-cs1-1x6z2gd88o,Observational Study,OpenAI Codex,"RQ2, RQ5, RQ6","Correctness, Complexity, Accuracy, Post-test evaluation scores","• Hybrid coding approach showed positive trends with post-test scores.
• AI Single Prompt approach showed negative trends with post-test scores.
• Insights highlight over-reliance, self-regulation, and opportunities for enhancing AI-assisted learning.",Consistently positive trends between learners’ utilization of the Hybrid coding approach and their post-test evaluation scores,Preprint,107.2
E073,Agnia Sergeyuk Yaroslav Golubev Timofey Bryksin Iftekhar Ahmed (2024) [E073],"Using AI-Based Coding Assistants in Practice: State of Affairs,
  Perceptions, and Ways Forward","Agnia Sergeyuk
Yaroslav Golubev
Timofey Bryksin
Iftekhar Ahmed",2024.0,Preprint,,arXiv,10.48550/arxiv.2406.07765,https://scispace.com/paper/using-ai-based-coding-assistants-in-practice-state-of-12etruzdgo,Survey,Not specified,"RQ4, RQ5, RQ6, RQ7",Not specified,"• AI assistant usage varies by software development activity and stage.
• Developers delegate writing tests and natural-language artifacts most to AI.
• Fixable issues like lack of project context and awareness limit AI assistant use.","Currently using AI assistants to generate tests and test data, as well as generating comments and docstrings most of all.",Preprint,107.1
E074,nan (2023) [E074],Comparing Software Developers with ChatGPT: An Empirical Investigation,,2023.0,Posted Content,,arXiv,10.48550/arxiv.2305.11837,https://scispace.com/paper/comparing-software-developers-with-chatgpt-an-empirical-2vy5g2x4,Case Study,ChatGPT,"RQ1, RQ3, RQ5, RQ6","energy efficiency, vulnerability, fairness, safety","• Lack of empirical evidence on AI's impact on productivity or substitution of engineers.
• Non-functional requirements like energy efficiency, vulnerability, fairness, safety receive insufficient attention.
• The paper conducts an empirical investigation comparing software engineers and AI systems like ChatGPT.",Not reported,Preprint,107.1
E077,Muhammad Fawad Akbar Khan Max Ramsdell Erik Falor Hamid Karimi (2023) [E077],Assessing the Promise and Pitfalls of ChatGPT for Automated Code Generation,"Muhammad Fawad Akbar Khan
Max Ramsdell
Erik Falor
Hamid Karimi",2023.0,Journal Article,arXiv.org,arXiv,10.48550/arxiv.2311.02640,https://scispace.com/paper/assessing-the-promise-and-pitfalls-of-chatgpt-for-automated-4ntscyo8r9,Controlled Experiment,ChatGPT,"RQ2, RQ4, RQ5, RQ6","Correctness, comprehensibility, security, 14 established code quality metrics, accuracy","• ChatGPT excels in concise, efficient code with advanced constructs, showing 93.1% accuracy in data analysis.
• It struggles with visual-graphical challenges but shows modular design and superior error handling.
• Machine learning models distinguished ChatGPT from human code with up to 88% accuracy.","Crafting concise, efficient code with advanced constructs, strengths in data analysis tasks (93.1% accuracy), inclination towards modular design, superior error handling",Preprint,106.8
E076,R.P. Pandey Prabhat K. Singh Ran Wei S. Ravi Shankar (2024) [E076],"Transforming Software Development: Evaluating the Efficiency and
  Challenges of GitHub Copilot in Real-World Projects","R.P. Pandey
Prabhat K. Singh
Ran Wei
S. Ravi Shankar",2024.0,Preprint,,arXiv,10.48550/arxiv.2406.17910,https://scispace.com/paper/transforming-software-development-evaluating-the-efficiency-16g7z0rwui,Observational Study,GitHub Copilot,"RQ1, RQ4, RQ5","Efficiency gains, Time saved, Reductions in developer toil, Productivity improvements, Performance variations across programming languages, Code quality, Security, Developer experience","*   Significant time savings: up to 50% in documentation/autocompletion, 30-40% in repetitive coding/testing/debugging.
*   Projected 33-36% time reduction for coding-related tasks in a cloud-first SDLC.
*   Struggles with complex tasks, large functions, multiple files, proprietary contexts, especially C/C++ code.","Significant reductions in developer toil, up to 50% time saved in code documentation and autocompletion, 30-40% time saved in repetitive coding tasks, unit test generation, debugging, and pair programming, projected 33-36% time reduction for coding-related tasks",Preprint,106.8
E075,Akli (2025) [E075],"When Prompts Go Wrong: Evaluating Code Model Robustness to Ambiguous, Contradictory, and Incomplete Task Descriptions","Akli, Amal
Papadakis, Mike
Cordy, Maxime
Sarro, Federica
Traon Yves Le",2025.0,Journal Article,,arXiv,10.48550/arxiv.2507.20439,https://scispace.com/paper/when-prompts-go-wrong-evaluating-code-model-robustness-to-l1cf8vu0jaeg,Controlled Experiment,General LLMs,"RQ2, RQ5, RQ6","Functional correctness, failure modes, semantic error patterns, error types","• Minor imperfections in task descriptions cause significant performance degradation.
• Contradictory task descriptions lead to numerous logical errors.
• Larger models are more resilient but not immune to unclear requirements.",Not reported,Preprint,106.8
E078,Nam (2025) [E078],Prompting LLMs for Code Editing: Struggles and Remedies,"Nam, Daye
Omran, Ahmed
Frömmgen, Alexander
Hellendoorn, Vincent
Chandra Satish",2025.0,Journal Article,,arXiv,10.48550/arxiv.2504.20196,https://scispace.com/paper/prompting-llms-for-code-editing-struggles-and-remedies-dudm3a7sr5gq,Mixed Methods,"Transform Code, AutoPrompter","RQ5, RQ6, RQ7","re-prompting, edit correctness","• Frequent re-prompting indicates developer struggles with LLM-powered code editing.
• Five key categories of information are often missing from developer prompts.
• AutoPrompter, a tool inferring missing information, improved edit correctness by 27%.",Not reported,Preprint,106.6
E079,Rasmus Ingemann Tuffveson Jensen Vali Tawosi Salwa Alamir (2024) [E079],Software Vulnerability and Functionality Assessment using LLMs,"Rasmus Ingemann Tuffveson Jensen
Vali Tawosi
Salwa Alamir",2024.0,Journal Article,arXiv.org,arXiv,10.48550/arxiv.2403.08429,https://scispace.com/paper/software-vulnerability-and-functionality-assessment-using-4fbh77yeno,Other (specify: Experimental Evaluation),Not specified,"RQ2, RQ6","Security vulnerabilities, Software functionality validation, LLM-generated descriptions associated with true CWE vulnerabilities","• LLMs can effectively assist with code review tasks like flagging vulnerabilities and validating functionality.
• Proprietary OpenAI models significantly outperform smaller open-source LLMs in these tasks.
• Only 36.7% of LLM-generated vulnerability descriptions align with true CWE vulnerabilities.","Flagging code with security vulnerabilities, performing software functionality validation",Preprint,106.6
E080,Owura Asare Meiyappan Nagappan Nandhini Asokan (2023) [E080],A User-centered Security Evaluation of Copilot,"Owura Asare
Meiyappan Nagappan
Nandhini Asokan",2023.0,Journal Article,,ACM,10.1145/3597503.3639154,https://scispace.com/paper/a-user-centered-security-evaluation-of-copilot-kipn7uegc2,Controlled Experiment,GitHub's Copilot,"RQ5, RQ6","security performance, kinds of vulnerabilities","• Copilot access leads to more secure solutions for harder problems.
• No effect of Copilot access on security for easier problems was observed.
• No disproportionate impact of Copilot on specific vulnerability types.","Increased developer productivity, More secure solution when tackling harder problems, Potential security benefits",Unclear,106.6
E081,Hanno Kruse Tim Puhlfürß Walid Maalej (2024) [E081],"Can Developers Prompt? A Controlled Experiment for Code Documentation
  Generation","Hanno Kruse
Tim Puhlfürß
Walid Maalej",2024.0,Journal Article,,arXiv,10.48550/arxiv.2408.00686,https://scispace.com/paper/can-developers-prompt-a-controlled-experiment-for-code-kaq5hi2nc061,Controlled Experiment,"ChatGPT-like extension of Visual Studio Code, Large language models (LLMs)","RQ2, RQ6, RQ7","Readability, Conciseness, Helpfulness, Quality","• Developers struggled to effectively apply prompt engineering techniques.
• Ad-hoc prompts led to less readable, concise, and helpful documentation, especially for students.
• Participants viewed LLMs as tools for iterative refinement, not perfect output.","Automating tedious development tasks, flexibility of ad-hoc prompting appreciated by professionals",Preprint,106.5
E082,Yin (2025) [E082],A Comprehensive Empirical Evaluation of Agent Frameworks on Code-centric Software Engineering Tasks,"Yin, Zhuowen
Gao Cui-feng
Fan Chunsong
Yang Wen-zhang
Xue, Yinxing
Zhang, Lijun",2025.0,Journal Article,,arXiv,10.48550/arxiv.2511.00872,https://scispace.com/paper/a-comprehensive-empirical-evaluation-of-agent-frameworks-on-3jiplihzfufj,Observational Study,"AgentOrchestra, OpenHands, GPTswarm","RQ3, RQ6","effectiveness (task success), efficiency (execution process), overhead (token consumption)","• Agents achieve moderate overall performance in effectiveness.
• AgentOrchestra shows longest trajectories, OpenHands has stronger reflective reasoning.
• Software development has highest cost; GPTswarm is most cost-efficient.",Not reported,Preprint,106.4
E083,Ifiok Udoidiok Hassan Reza Jielun Zhang (2024) [E083],Exploring AI Integration in Software Development: Case Studies and Insights,"Ifiok Udoidiok
Hassan Reza
Jielun Zhang",2024.0,Journal Article,,IEEE,10.1109/naecon61878.2024.10670347,https://scispace.com/paper/exploring-ai-integration-in-software-development-case-4vb8039bj3n4,Case Study,"GitHub Copilot, Vercel's v0, Meta AI","RQ1, RQ4, RQ5","Automating tasks, Reducing human resource dependency, Enhancing developer productivity, Data quality, Model interpretability","*   AI tools (GitHub Copilot, Vercel's v0, Meta AI) automate tasks and reduce human resource dependency.
*   AI-driven tools significantly enhance developer productivity by automating repetitive tasks.
*   Challenges include data quality and model interpretability in AI integration.","Automating tasks, Reducing human resource dependency, Enhancing developer productivity, Automating repetitive and mundane tasks, Allowing developers to focus on more complex and creative aspects of software development",Unclear,106.2
E084,Thiago S. Vaillant Felipe Almeida Paulo Anselmo M. S. Neto Cuiyun Gao Jan Bosch Eduardo Santana de Almeida (2024) [E084],"Developers' Perceptions on the Impact of ChatGPT in Software
  Development: A Survey","Thiago S. Vaillant
Felipe Almeida
Paulo Anselmo M. S. Neto
Cuiyun Gao
Jan Bosch
Eduardo Santana de Almeida",2024.0,Preprint,,arXiv,10.48550/arxiv.2405.12195,https://scispace.com/paper/developers-perceptions-on-the-impact-of-chatgpt-in-software-49dkqj3b4d,Survey,ChatGPT,"RQ1, RQ2, RQ5","software quality, productivity, job satisfaction","• Surveyed 207 developers on ChatGPT's impact on software quality, productivity, and job satisfaction.
• Explored developers' expectations, job displacement concerns, and regulatory perspectives.",Not available in metadata.,Preprint,106.1
E085,Wang (2025) [E085],Will Your Next Pair Programming Partner Be Human? An Empirical Evaluation of Generative AI as a Collaborative Teammate in a Semester-Long Classroom Setting,"Wang, Yimeng
Sun, Yifan
Zhang, Yixuan",2025.0,Repository,,arXiv,10.48550/arxiv.2505.08119,https://scispace.com/paper/will-your-next-pair-programming-partner-be-human-an-brcwazpvhg0b,Mixed Methods,"GitHub Copilot, ChatGPT","RQ4, RQ5, RQ6","Assignment scores, Attitudes toward LLMs' programming capabilities, Perceived usefulness for completing assignments, Perceived usefulness for learning programming skills, Quality of collaboration","• Students in PAI achieved the highest assignment scores; SAI had the lowest.
• Attitudes toward LLMs' programming capabilities improved significantly after collaboration.
• Students viewed LLMs as valuable partners but noted limitations and different expectations.","Highest assignment scores, improved attitudes toward LLMs' programming capabilities, perceived usefulness for completing assignments and learning programming skills, appreciated as valuable pair programming partners",Preprint,106.0
E086,Ana-Maria Dincă Sabina-Daniela Axinte Gabriela TOD-RĂILEANU Ioan C. Bacivarov (2024) [E086],"AI Tools introduced in Software Development. Analysis of Code quality, Security and Productivity Implications","Ana-Maria Dincă
Sabina-Daniela Axinte
Gabriela TOD-RĂILEANU
Ioan C. Bacivarov",2024.0,Journal Article,,IEEE,10.1109/siitme63973.2024.10814830,https://scispace.com/paper/ai-tools-introduced-in-software-development-analysis-of-code-1tx65v5s15sn,Observational Study,Not specified,"RQ1, RQ2, RQ5","Code quality, Security, Productivity, Development time","• Analyzes AI tool quality, security, and productivity implications in software development.
• Examines strengths and weaknesses of AI-generated solutions across various tasks.
• Studies productivity impact, noting poor quality can increase development time.","Simplify repetitive tasks, Automate repetitive tasks",Unclear,106.0
E087,Baskhad Idrisov Tim Schlippe (2024) [E087],Program code generation with generative AIs,"Baskhad Idrisov
Tim Schlippe",2024.0,Journal Article,Algorithms,Other verified,10.3390/a17020062,https://scispace.com/paper/program-code-generation-with-generative-ais-110k8ejxoq,Controlled Experiment,"GitHub Copilot, CodeWhisperer, BingAI Chat, ChatGPT, Code Llama, StarCoder, InstructCodeT5+","RQ2, RQ3, RQ6","Correctness, Efficiency, Maintainability, Time complexity, Space complexity, Runtime, Memory usage, Lines of code, Cyclomatic complexity, Halstead complexity, Maintainability index","• GitHub Copilot performed best, solving 50.0% of problems; CodeWhisperer solved none.
• Overall, 20.6% of AI-generated codes were correct; 8.7% needed minimal fixes for time savings.
• ChatGPT uniquely solved a hard-difficulty problem despite a lower overall correctness rate.","Time savings between 8.9% and even 71.3% in comparison to programming from scratch, capability of providing a correct solution to a coding problem of difficulty level hard",Unclear,105.9
E090,Mircea-Serban Vasiliniuc Adrian Groza (2023) [E090],Case study: using AI-assisted code generation in mobile teams,"Mircea-Serban Vasiliniuc
Adrian Groza",2023.0,Journal Article,,IEEE,10.1109/iccp60212.2023.10398656,https://scispace.com/paper/case-study-using-ai-assisted-code-generation-in-mobile-teams-4t3vxh480n,Case Study,General LLMs,"RQ1, RQ2, RQ3, RQ6","time, correctness, technical integration (ReviewerScore)","• The study evaluates AI-assisted programming performance in mobile development teams.
• It focuses on the impact of AI-code generators during technical onboarding and stack switching.
• Measures include time, correctness, and 'technical integration' using ReviewerScore.",Not available in metadata.,Unclear,105.8
E089,Ningzhi Tang Meng Chen Ning Zheng Aakash Bansal Yu Huang Collin McMillan Toby Jia-Jun Li (2024) [E089],Developer Behaviors in Validating and Repairing LLM-Generated Code Using IDE and Eye Tracking,"Ningzhi Tang
Meng Chen
Ning Zheng
Aakash Bansal
Yu Huang
Collin McMillan
Toby Jia-Jun Li",2024.0,Journal Article,,IEEE,10.1109/vl/hcc60511.2024.00015,https://scispace.com/paper/developer-behaviors-in-validating-and-repairing-llm-66rf3n5ua10y,Controlled Experiment,GitHub Copilot,Not available in metadata.,"IDE interactions, Eye-tracking, Cognitive workload, Performance, Search efforts, Copilot usage","• Developers often fail to identify LLM origin without explicit information.
• Developers exhibit LLM-specific behaviors like frequent code/comment switching.
• Provenance awareness improves performance but increases search efforts and cognitive workload.","Improved performance, Increased search efforts, More frequent Copilot usage",Unclear,105.8
E088,Mohammed Latif Siddiq Lindsay Roney Jiahao Zhang Joanna C. S. Santos (2024) [E088],Quality Assessment of ChatGPT Generated Code and their Use by Developers,"Mohammed Latif Siddiq
Lindsay Roney
Jiahao Zhang
Joanna C. S. Santos",2024.0,Book,,ACM,10.1145/3643991.3645071,https://scispace.com/paper/quality-assessment-of-chatgpt-generated-code-and-their-use-2kiq5lj6dw,Observational Study,ChatGPT,"RQ2, RQ5","Undefined/unused variables, Improper documentation, Security issues (improper resources, exception management), Code merging, Code modification extent","• ChatGPT-generated code has quality issues: undefined/unused variables, improper documentation, and security flaws.
• ChatGPT-generated code is rarely merged and requires significant modification before merging.
• Developers use ChatGPT for all development stages and for learning new frameworks.","Used for every stage of software development, leveraged to learn about new frameworks and development kits",Unclear,105.8
E091,Md Sultanul Islam Ovi Najam Akber Anjum Tasmina Haque Bithe Mohammad Masudur Rahman Mst. Shahnaj Akter Smrity (2024) [E091],"Benchmarking ChatGPT, Codeium, and GitHub Copilot: A Comparative Study
  of AI-Driven Programming and Debugging Assistants","Md Sultanul Islam Ovi
Najam Akber Anjum
Tasmina Haque Bithe
Mohammad Masudur Rahman
Mst. Shahnaj Akter Smrity",2024.0,Journal Article,,arXiv,10.48550/arxiv.2409.19922,https://scispace.com/paper/benchmarking-chatgpt-codeium-and-github-copilot-a-3xdh28sizadi,Comparative Study,"ChatGPT, Codeium, GitHub Copilot","RQ3, RQ5","success rates, runtime efficiency, memory usage, error-handling capabilities","• GitHub Copilot excelled on easier and medium tasks.
• ChatGPT demonstrated superior memory efficiency and debugging.
• All tools struggled with harder problems; Codeium struggled with complex problems.","Valuable assistance in solving programming challenges, superior performance on easier and medium tasks (GitHub Copilot), excelled in memory efficiency and debugging (ChatGPT)",Preprint,104.8
E092,Vijayaraghavan Murali Chandra Maddila Imad Ahmad Michael Bolin Daniel Cheng Negar Ghorbani Renuka Fernandez Nachiappan Nagappan Peter C. Rigby (2024) [E092],"AI-Assisted Code Authoring at Scale: Fine-Tuning, Deploying, and Mixed Methods Evaluation","Vijayaraghavan Murali
Chandra Maddila
Imad Ahmad
Michael Bolin
Daniel Cheng
Negar Ghorbani
Renuka Fernandez
Nachiappan Nagappan
Peter C. Rigby",2024.0,Journal Article,,ACM,10.1145/3643774,https://scispace.com/paper/ai-assisted-code-authoring-at-scale-fine-tuning-deploying-58uzzey3u2,Mixed Methods,CodeCompose,"RQ1, RQ3, RQ4, RQ6","Accuracy (reproducing hidden lines), Percentage of code coming directly from CodeCompose, Positive feedback percentage, Themes from feedback (discovering APIs, dealing with boilerplate code, accelerating coding)","• CodeCompose reproduced hidden lines 40-58% of the time, improving 1.4× to 4.1× over public data models.
• 16K developers used CodeCompose, with 8% of their code coming directly from it.
• 91.5% of developer feedback was positive, highlighting API discovery, boilerplate, and accelerated coding.","Discovering APIs, dealing with boilerplate code, accelerating coding",Unclear,104.0
E093,Mohammad Amin Kuhail Sujith Samuel Mathew Ashraf Khalil Jose Berengueres Syed Manzoor Hussain Shah (2024) [E093],“Will I be replaced?” Assessing ChatGPT's effect on software development and programmer perceptions of AI tools,"Mohammad Amin Kuhail
Sujith Samuel Mathew
Ashraf Khalil
Jose Berengueres
Syed Manzoor Hussain Shah",2024.0,Journal Article,Science of Computer Programming,Elsevier,10.1016/j.scico.2024.103111,https://scispace.com/paper/will-i-be-replaced-assessing-chatgpt-s-effect-on-software-3d0mhmmx9t,Mixed Methods,"ChatGPT, ChatGPT 3.5","RQ1, RQ2, RQ4, RQ5, RQ6","Effectiveness in solving coding problems, Reliability for harder problems, Effectiveness at coding problems with higher popularity scores, Productivity by creating better-performing code, Productivity by creating shorter code, Productivity by creating more readable code, Misunderstanding requirements, Erroneous code generation, AI tool usage, Trust, Perceived productivity, Job security threats","• ChatGPT 3.5 is effective for easy/medium coding problems, but less reliable for harder ones.
• AI tools boost programmer productivity, creating better-performing, shorter, and more readable code.
• AI tools can misunderstand requirements and generate erroneous code.
• Programmers are apprehensive about future job security, despite not feeling replaced now.","Generating boilerplate code, explaining complex code, conducting research, becoming more productive, creating better-performing code, creating shorter code, creating more readable code",Unclear,104.0
E094,Dapeng Yan Zhipeng Gao Zhiming Liu (2023) [E094],A closer look at different difficulty levels code generation abilities of chatgpt,"Dapeng Yan
Zhipeng Gao
Zhiming Liu",2023.0,Proceedings Article,,IEEE,10.1109/ase56229.2023.00096,https://scispace.com/paper/a-closer-look-at-different-difficulty-levels-code-generation-2vqvuy6qyf,Observational Study,ChatGPT,"RQ2, RQ6","Test case pass rate, Code cleanness, Function size, File size","• ChatGPT passed 25.4% of test cases for 5,000 competition programming problems.
• ChatGPT can potentially fix partially passing programs with extra information.
• It prefers copying code for difficult problems and generates clean code.","Fantastic potential on automated code generation, potential to fix partial pass into a fully pass program, generated codes are with small functions and file sizes (in line with clean code standard)",Unclear,103.8
E095,Aman M. Patel Kazi Zakia Sultana Bharath K. Samanthula (2024) [E095],A Comparative Analysis between AI Generated Code and Human Written Code: A Preliminary Study,"Aman M. Patel
Kazi Zakia Sultana
Bharath K. Samanthula",2024.0,Proceedings Article,,IEEE,10.1109/bigdata62323.2024.10825958,https://scispace.com/paper/a-comparative-analysis-between-ai-generated-code-and-human-6v760d1kq8t4,Observational Study,Not specified,"RQ2, RQ3, RQ6","Software metrics, Bugs, CountLineCodeDecl, CountLineCodeExe, AvgCyclomatic, DLS_DEAD_LOCAL_STORE, AvoidLiteralsInIfCondition","• Two metrics, CountLineCodeDecl and CountLineCodeExe, positively correlate with DLS_DEAD_LOCAL_STORE bug.
• AvgCyclomatic metric relates to AvoidLiteralsInIfCondition bug in both code types.
• Findings offer developers insights to mitigate bug risks across coding methodologies.",Not reported,Unclear,103.5
E096,Catherine M. Hicks Carol S. Lee Kristen Foster-Marks (2024) [E096],"The New Developer: AI Skill Threat, Identity Change &amp;amp; Developer Thriving in the Transition to AI-Assisted Software Development","Catherine M. Hicks
Carol S. Lee
Kristen Foster-Marks",2024.0,Preprint,,Other verified,10.31234/osf.io/2gej5,https://scispace.com/paper/the-new-developer-ai-skill-threat-identity-change-amp-4fxxjp7cv5,Observational Study,Not specified,"RQ1, RQ2, RQ5","Quality of technical work, Developer productivity, Developer thriving, Developer motivation, AI Skill Threat, Overall quality of AI-assisted coding outputs","*   AI Skill Threat describes developers' fear of skill obsolescence with AI-assisted coding.
*   Engineers valuing competition are more prone to AI Skill Threat; learning cultures reduce it.
*   Equity gaps exist: Racially Minoritized developers report higher AI Skill Threat and lower AI quality.",Not reported,Preprint,102.9
E097,Sayan Chatterjee Ching Louis Liu Gareth Rowland Tim Hogarth (2024) [E097],The Impact of AI Tool on Engineering at ANZ Bank an Empirical Study on GitHub Copilot within Corporate Environment,"Sayan Chatterjee
Ching Louis Liu
Gareth Rowland
Tim Hogarth",2024.0,Book Series,Software Engineering,Other verified,10.5121/csit.2024.140702,https://scispace.com/paper/the-impact-of-ai-tool-on-engineering-at-anz-bank-an-5g9abzzaxf,Controlled Experiment,GitHub Copilot,"RQ1, RQ2, RQ5, RQ6","Productivity, Code quality, Security, Participant sentiment, Job satisfaction","• Notable boost in productivity and code quality with GitHub Copilot.
• Impact on code security remained inconclusive.
• Early data indicated significant increase in productivity and job satisfaction.","Notable boost in productivity, notable boost in code quality, significant increase in job satisfaction",Unclear,102.9
E098,nan (2025) [E098],The role of generative AI in software development: Will it replace developers?,,2025.0,Repository,,Other verified,10.5281/zenodo.17263711,https://scispace.com/paper/the-role-of-generative-ai-in-software-development-will-it-nrb68jq5r6qm,Case Study,"GPT-4, Gemini, GitHub Copilot","RQ1, RQ4, RQ5","Productivity gains, Development cycle reductions, Code generation, Debugging, Refactoring, Testing, Security vulnerabilities, Code maintainability","• Generative AI provides significant productivity gains, reducing development cycles by over 30%.
• Limitations exist in contextual understanding, security, architecture, and maintainability, requiring human oversight.
• AI augments developers by automating routine tasks, enabling focus on higher-value activities.","Significant productivity gains, development cycle reductions exceeding 30%, automating routine tasks, augmenting human capabilities, enabling focus on higher-value activities",Unclear,102.8
E099,Arjun Deshraje Urs (2025) [E099],"Human-AI Pair Programming: Evaluating Trust, Efficiency, and Defect Incidence",Arjun Deshraje Urs,2025.0,Repository,,Other verified,10.5281/zenodo.16501130,https://scispace.com/paper/human-ai-pair-programming-evaluating-trust-efficiency-and-3coytp3tmf42,Mixed Methods,"GitHub Copilot, Amazon CodeWhisperer","RQ1, RQ2, RQ6","Trust calibration, Task efficiency, Error proliferation, Onboarding of software engineers, Code generation velocity, Defect rates","• AI copilots increase code generation velocity by 19.7% on average.
• AI copilots increase defect rates by 71% among novice developers.
• The study highlights the need for experience-dependent training approaches.",Enhanced code generation velocity by 19.7% on average,Unclear,102.6
E100,Antonio Carlos Bento Marcos Ribeiro Pereira Barretto José Reinaldo Silva Sergio Camacho León Elsa Yolanda Torres Torres Carlos Vázquez-Hurtado (2025) [E100],Leveraging AI-Assisted Coding Tools in Engineering Education: Promise and Pitfalls in Software Development,"Antonio Carlos Bento
Marcos Ribeiro Pereira Barretto
José Reinaldo Silva
Sergio Camacho León
Elsa Yolanda Torres Torres
Carlos Vázquez-Hurtado",2025.0,Repository,,Other verified,10.5281/zenodo.17557536,https://scispace.com/paper/leveraging-ai-assisted-coding-tools-in-engineering-education-djhckjlo3kl0,Case Study,"GitHub Copilot, ChatGPT","RQ1, RQ2, RQ4, RQ5, RQ6","Time savings, Code quality, Student satisfaction","• 30-40% time savings in prototyping and debugging were observed.
• Maintaining code quality requires systematic human oversight.
• 96% student satisfaction with the AI-assisted learning experience.","30-40% time savings in prototyping and debugging, 96% satisfaction with the AI-assisted learning experience",Unclear,101.6
